TEXTOS,y
@jhony7sacana @nthasha15 Será q e a amiga dela ?,0
BLOQUEARAM A IZA QUEM OUSOU,0
"Iza: a
Outros jurados: vo bloquea 
#TheVoiceBrasil",0
queria uma chance mas a concorrência é enorme — cadê que eu não tô vendo,0
RT @etoarda: a velho eu não ligo que peguem minhas coisas mas qq custa DEIXAR NO LUGAR,0
SE VOCÊ NÃO CONFIA MAIS NO SEU NAMORADX NÃO VALE MAIS A PENA CONTINUAR,0
"comprei dois livros hoje, sou a pessoa mais feliz do mundo",0
@gazetadopovo @gprepublica Agora é a hora de vender. Na alta é bem melhor.,0
"Eu não vejo a hora de ter minha casa, meu cantinho",0
RT @rayyssaT: ivete bloqueou a izaaaaaaaaaa NÃO ACREDITO #TheVoiceBrasil,0
"@SporTV O estagiário sequer tem 20 anos e não conhece a história do futebol.
Passa para outra.",0
RT @averyartist: e o lugar onde tem a maior fan base de qualquer ídolo pq os jovens brasileiros são desocupados,0
IVETE BLOQUEOU A IZA KKKKKKKKK #TheVoiceBrasil,0
Pago um litrão,0
"RT @JUNINHODADEZ: Não deixe que as emoções do dia a dia, desanda seu progresso!",0
RT @Jhxnatas: vcs ligam muito pa aparencia o importante eh se a pessoa escuta the neighbourhood,0
Será que os jurados entendem algo quando a pessoa canta inglês?,0
"@carapanarana @QuebrandoOTabu Autoritarismo e o fascismo saindo da escuridão, usando a melhor de suas armas, covardia institucional",0
@yonkunibr a gaitada que eu dei,0
Como que não ama a Ivete Sangalo?,0
"RT @GCFmeeting: Se a próxima INTRO for mesmo do Yoongi o que a gente faz ? Meu deus bro, vou morrer ",0
"Mano, se fizer a lista dos mais safados de BM sem sombra de dúvidas o @faarineli tá em primeiro hahahahahahaha’ o mlq é liso",0
O STF vai ser cobrado em breve pela sociedade. O que eu vejo no dia a dia é uma sociedade no limite da paciência com pessoas erradas e que prejudicam os outros. #STFVergonhaNacional,0
RT @Opressao_Spfc: @SaoPauloFC @DaniAlvesD2 KRAAAAAAAAIIIIII 😍😍😍😍😍 MEU LATERAL VESTE A 10 PORRA,0
"RT @alicecalmeidaa: Pessoas que respondem na hora
Mandam msg do nada
Respondem meu story
E a conversa flui
MEU CORAÇÃO É SEU OK",0
A bicha arrasou #TheVoiceBrasil,0
fodase quebrei a promessa de ficar sem twitter por 1 semana,0
"Bloquearam a Iza 😂😂😂
#TheVoice",0
"RT @jafostetweet: A palavra amor pode ter muitos significados, mas para mim só tem um: o teu nome.",0
"Tudo o que eu queria era está sozinha novamente, deitada na banheira ouvindo música e refletindo sobre a vida 🤗",0
Parece q minha rinite resolveu aparecer junto com a gripe também kkkkk que dlç,0
"@JornalOGlobo De doer é a feiúra de caráter do Ministro Weintraub, feiúra de alma, feiúra de modos, de educação, de postura na vida. De doer mesmo é a incapacidade dele produzir algo belo, de criar, de construir, unir, apaziguar. O Ministro é pavoroso e sabe disso e por isso inveja e odeia mto",0
@fobentes hoje assisti um time fraco  e mediocre no mangueirão... Era nossa chance de líder o remo da mole desse em casa pra q fazer tanto treino secreto pra fazer isso no jogo a torcida apoiando perde um jogo desse em casa😡😡😡,0
"Eu encosto a cabeça na baia de um lado, Diego faz carinho na minha cabeça, encosto do outro, Maria Daniele me faz massagem, assim não dá migos, vcs me mimam muito",0
Comecei a assistir Jane the Virgin por influência indireta de Mirella,0
"Esses dias eu tava triste ai parei pra pensar e decidi ligar o CAGUEI pra tudo, a única coisa que me importa agora é ser rico",0
"que*r: ""não tem roupa de menino e menina"" 

lésbica que não performa feminilidade: a

que*r: homem trans!",0
b o t a,0
"a menina aqui no the voice tá cantando uma música que há ouvi quando me peguei com um @, que doces lembranças.",0
"RT @goulart_lenita: Quando a pele arrepia sem ter sido tocada, é alma dizendo sim😉",0
A PF pediu e a Justiça decretou a prisão preventiva dos hackers que invadiram os celulares de Moro e Deltan.,0
"Minha psicologa é mt maravilhosa e me fez sentir confortavel, mas ela tinha q me alertar ne... o remedio vai ajudar a melhorar os dias que me sinto mt mal e ela na parte de me ouvir e me ajudar a lidar com os sentimentos que passei anos lutando contra",0
"@paula2ag Supremo esmagando a nossa cabeça eu to, lá preocupada com maconheiro",0
@tangerinando amiga a sua saúdeeeee coma frutinhas,0
a Ivete Sangalo não eh um ser humano ela é uma entidade gente q bicho eh esse anjo anjo #TheVoiceBrasil,0
A Iza bloqueada tadinha absjsjskksks,0
Tava pensando aq vendo oq eu andei refletindo eu sou cagona pra carai quando é algo relacionado a pessoas,0
"Não sei oq essas crianças ver em mim que me adora KKKKKK, João Pedro hj do nada veio me abraçar, ele nem é disso, depois veio Matheus me falando mil coisas falando que não tava dando atenção a ele KKKKKKK gracinha 😻",0
"Não bastava as dores nas pernas, agora vem os braços com a palhaçada",0
Achei bullying a festa do aniversariante do mês ser transferida pra amanhã só pq eu tô em casa,0
"RT @rdcartaxo: Nego deve tá com a vida muito desocupada, pq oq tem de gente pra tomar conta da minha, pqp kkk",0
"Teve uma hora que ele tava falando do mistério de Deus ai foi la e do nada a transmissão deu problema ai ele disse ""isso ai é mistério também "" kkkkjkk",0
@alg4002 @Acipreste_a eu discordo,0
"Pois é, daqui a pouco irão falar que não viramos o disco, mas tirar sarro do quê?
Nem as eliminações deles são de campeonatos do mesmo nível que o nosso! Parece aquele irmão mais novo que nunca foi na zona e fica bobo!",0
"RT @s__luisa__s: Querem fazer bullying, façam com quem polui",0
@Anyynhaaa1 A p a i x o n a d a,0
4 dias de aula e a fudida da isadora já tá com uma merda de imunidade,0
"@swtfie @flyzaynj eu acho que você ainda não entendeu, me perdoe se sou eu que n to entendendo o que você tá dizendo, mas a questão não é o gênero que você tá lendo e sim da visibilidade a um livro se >só< tiver cena de sexo, quando a história tem MUITAS outras coisas pra se apreciar.",0
"RT @Nhap_oops: Apreciem a beleza do Hoseok 
#MPN #ARMY #BTS #BoyWithLuv @BTS_twt ",0
@ianderzi a gnt podia se juntar e criar uma petição pra proibir a compra e venda de animais domésticos.,0
A Iza foi bloqueada tadinha KHAKJAKJAK,0
"RT @Pesgrau: - Meu amigo quer ficar com vc
- Quem? Manda foto

 Faz a pose ai Tavinho",0
Nostalgia pura hoje c o vídeo do Léo falando sobre a tastemade.. tudo q eu senti e um pouco mais! Foda,0
"tocou uma música que tenho a sensação de ter ouvido a raissa e o camelo cantando em malhação, alguém me ajuda a descobrir que musica é #thevoicebrasil",0
"@ManuelaDavila hummmm!!! pelo que me consta,os cargos são de livre escolha do Presidente! Mas a esquerdalha criminosa quer manter os cargos no governo....kkkkk a mamata acabou!!!!",0
RT @uebrisei: reciprocidade é quando os dois começa a rir em momento sério,0
"RT @alicevct_: Meu fone agora só tá pegando um lado, eu sou a pessoa mais triste nesse momento",0
@Mari_Abreuuu Que sorte a nossa ❤️🤤😍,0
"No dia em que o mundo perder a cor
Talvez você entenda a verdade
No dia em que tudo perder o valor
Talvez cê me diga, me diga
O que é saudade 🎶",0
"tatuei meus dedos e agora sinto falta de algo na mão, quando eu tatuar a mão vou sentir no braço e assim sucessivamente?",0
"Qualquer meme sem sentido: a

Eu: @ricci_nessa",0
"Ah Iza levou o The Voice a outro patamar, só digo isso",0
RT @licinhappxx: será q um dia eu vou passar a virada de ano namorando?,0
"Hoje eu vou virar a noite......

chorandinho ouvindo Skeeter Davis &amp; as mais tristes da minha playlist",0
Sl eu e a duda falando q agt ia ter q ir p casa de alguém se arrumar e no instante q ligo p Deb a luz volta ksksksk tudo certo p dar errado hj,0
@COnTVReal2 E eu nem cheguei a assistir ainda kkkk,0
hoje eu dei uma bola pintada por cima do bloqueio que foi a coisa mais linda,0
@SenadoFederal @birvth @smrsxc Parece até que eles ouviram a gente falar sobre isso,0
a primeira oportunidade que eu tenho de bloquear alguém da família vcs podem ter certeza que eu não desperdiço,0
"Se for vítima de bullying, não aceite, procure ajuda!",0
"- Acho que já está na hora do seu remédio – diz ela se levantando agitada – a Deren me deixou com algumas instruções e horários que precisam ser cumpridos, para acelerar sua recuperação – ela tira um papel do bolso e agita no ar",0
EU VI A CURTIDA SEM QUERER FEIA KKKKKKKKKKKKKK,0
RT @TiqueBolada: A Netflix quer me dizer alguma coisa,0
"@annyvivis @manuellazed Comentei por conta do “mão de vaca”, segura a onda aí",0
RT @ixtarque: a primeira e a última vez,0
"@SF_Moro Parabéns Ministro!! Muita saúde, paz e prosperidade pra ti e pra sua família. Sei que a fase não está fácil, mas persevere!! O que as futuras gerações desfrutarão por sua conduta e trabalho não tem preço. Deus o abençoe!!",0
""" tô namorando "" 
-"" droga, deveria ter te dado naquele dia"". 
foi a cota de hj isso vlh real",0
RT @eternaAryella: Se cubra de energias positivas e deixa a sua alma ficar em paz.🍃,0
"Se eu te ligar não atende é desespero. É culpa desse copo com wishk e gelo. Mais amanha eu volto te odiar, mais basta eu beber que eu volto a te amar",0
"Gosto bue de ver aqueles parolos a dar rtt às fotos daquelas parolas que escrevem aquelas descrições que acabam por ser mesmo bait para burros, ""aí mas ela só quer que lhe digam o contrário para se sentir bem"", não bro, ela quer o clout que lhe estás a dar",0
"RT @evertonri: Tudo é do Pai. Toda honra, toda glória. É Dele a vitória! 🙏🏻🙌🏻 Obrigado, Deus! Obrigado, nação! 🔴⚫️",0
@gabruela_ Chega a ser estranho ajshshshsb,0
"Dear siblings. Odeio vos, mas quando alguém começa a abusar e questões de bullying estou lá para ajudar",0
RT @luvasramos: Um amigo meu me pediu para ajudar ele a vender a cama dele.,0
"dias de luta e dias de glória. um é o alimento e outro é a fome 🙏🏼✨ tudo equilibrado, meu pai ",0
RT @anttrindade: acho tudo bem deus não dar asa a cobra mas bem q ele podia dar um salário de 30 mil reais pra nois,0
RT @loveffects: Fifth Harmony e alguns fatos que mostram que a indústria é NOJENTA; a thread #ExposingMIndustry,0
Queria tá com a Evelin,0
@carreiro_mariaa Eu e a cidade de Pedro agradecemos 😌,0
"cheguei na party e parti a tua hoe
ela olhou pa mim e só fez 
wow
              wow
                                      wow
     wow 
                       wow
                                                  wow
 wow                       wow
                 wow",0
@robertinholu3 desculpa amor deixei a desejar nesse quesito 😔,0
"RT @Evo_KaijuKing: @nilmoretto Bolsonarianos 23:59: nazismo e de esquerda! 
Bolsonarianos 00:00: nazismo foi bom fez a aspirina!",0
@Danh_Rocha Paga o lanche de pizza boy eu saco a Dolly kkkk,0
"@linkeox @Rodovlas_ Torce pro Everton não sair antes de terminar a libertadores, porque se não acabou o time",0
RT @agnesnunnes: De janeiro a janeiro.,0
"@nicoleeperes Realmente... eu antes sentia quase que uma necessidade de compartilhar. Hoje to vivendo o meu. Nem todo mundo quer seu bem, ou está genuinamente feliz por você. E ta tudo okay nisso. To aprendendo a guardar pra mim, e tenho vivido melhor!",0
"RT @bonela_stefany: As pessoas vacilam cmg o tempo inteiro,quando eu paro de me importar eu sou a vacilona?!, MEU PIRU",0
"@vaniadejesus @monicabergamo @jairbolsonaro É a lei, senhora... Não se pode destruir provas de processos que envolvam autoridades federais (ministro) sem autorização da justiça. (fartamente divulgado que o marreco de curitiba faria isso) 
De que autoritarismo a senhora fala?",0
@gabibellt v c é d o i d a ! !,0
"Ah, Velozes e Furiosos tava como eu esperava, bem galhofa e clichê. O novo filme decidiu abraçar a comédia com muita ação, mas com um roteiro bem, mais bem simples mesmo. 2 horas de tiro porrada e bomba.",0
Ba a mina cantou afuuu agora,0
@jaoromania A visão que eu queria ter,0
"eu conto mais com meu namorado do que com a minha mãe, isso é errado pra cacete",0
namoral ivete sangalo eh o amor da minha vida resta a mim aceitar,0
RT @naosouorenas: por este andar a Tatiana Neves quando falecer vai para o panteão nacional,0
@dallashotx @reflektro @ferlajarin nada a ver irmão,0
"@comicxcanary A Jurnee nem estreou, + a gente já sabe que vai ser fantabuloso! 💋",0
RT @favelanhofc: A nossa matemática é somar e multiplicar e jamais diminuir!,0
RT @ojardelito: estudar bastante pra um dia fazer igual a hebe camargo,0
RT @lauraduarte_r: se acostumar a falar com alguém todo dia é um perigo,0
"@ateixeirinha03 por isso é que o melhor é iremos deixando de vagar, é o que eu estou a fazer e já me disseram que é a melhor forma; also é muito importante haver imensa informação sobre isso",0
"tô louca pra pra fazer uma loucura no meu cabelo, só faltou a coragem.",0
"@petitshoyo um dia, querendo ou não, ela vai ter que reconhecer de qualquer jeito, né, ela não vai poder falar um a sobre isso depois que eu mudar meu nome nos documentos

isso me faz pensar muito sobre hipocrisia, anos atrás quando eu disse que gostava de meninas, ela super me apoiou... 🤷🏻‍♂️",0
a ivete falando “ousado” p teló qd ele virou kkkkkj,0
"A braba tá ai
#VemTranquilo",0
@Farao96 Esses caras gostam de cascar a gnt mano,0
RT @l1szaa: irritar e praticar bullying com o anbu = tudo para mim,0
@GDimenstein Tenho minhas ressalvas quanto à Veja. Com relação à Band o que salva é a postura isenta de Reynaldo Azevedo,0
RT @JUNINHODADEZ: Vagabundo acha que só a mãe deles fez filho esperto 🤭,0
"Não deixe que as emoções do dia a dia, desanda seu progresso!",0
a Ivete KKKKKKKK #TeamIZA #thevoicebrasil,0
"tô varada de fome e a minha mae pediu sushi
pqp eu só queria um xtudo",0
Será q um dia terei a honra de fazer isso dnv pq passou da hora,0
"A pessoa do meu cc que falou que ia me espancar e que eu merecia morrer, eu só sei rir ajdhajsjajjd tenha uma boa noite abdjnajdjwjd",0
"@faccio_matheus fui nada, eu só passei a curtir eles de verdade quando saiu o prequelle e me deu vontade de ouvir tudo. naquela época eu mal conhecia :(",0
@jurrodrigues2 bey deve explicações julia tu é a herdeira perdida,0
"Iai galerinha, vamos ajudar a causa animal?",0
@StillTheVini Gente como que não machucou a cabeça dele 😂,0
Quero ir no retiro com a rafa 😭,0
RT @benjaminback: O #SaoPauloFC contratou o melhor lateral direito do mundo!!! Contratação sensacional a do #DanielAlves,0
chorando com o video do bts sobre bullying kk,0
RT @holland_rdj: privilégio em flr que peguei a melhor época do zorra,0
só falta a ivete falar que lembra dela kkkkkkkkkkk,0
@biagallagher Bia a gente tem muitas semelhanças,0
RT @laarimeedeiross: @deeh_barcellos @barcelosd87 Kkkkkkkkkkkkkkkk nunca tenha a Débora como irmã ou amiga,0
the voice e mastercheff são únicos programas de televisão que assisto desde a primeira temporada,0
Fala aí a loira cupincha — eu não sou teu cpx,0
"RT @markian_: @jeffs_araujo35 Dicsőség!

Em agosto farei um visita à terra do parça Orban, cujo padroeiro é Santo Estevão.",0
"Ainda há esperança para ir no bullying arte em Maringá, arrumei umas cortesias pra comprar kkkk mas é comprar as cortesias ou as fraudas da criança. Que horas começa o show @LeoLins? A criança que cague nas calças.",0
RT @ahmcqueen: a minha insegurança jogando minha auto estima no chao,0
"Deixa eu contar para vocês que hoje um rapaz segurou a porta do RU para eu sair e eu ganhei um abraço de um calouro. Um de cc e outro de matemática. Invistam nos moços de exatas, meninas kkkkk",0
"@FabianoBaldasso Na boa, isso não é demérito para ser levado em consideração, e sim uma baita jogada pra vender pacotes turísticos, até pq não vão a final!
Inferno vermelho!!",0
@capirojesca Verdade demais! Fora que é meio maçante ver a Rory com os outros. Acho que o maior motivo de eu gostar do Logan é porque acho ele divertido.,0
"juro que estou tentando a cada segundo aguentar tudo isso 
mas tá tão difícil",0
a ivete brava vendo o michel virar #TheVoiceBrasil,0
"RT @kunde_arthur: só tenho uma coisa a dizer hoje e sempre, É O GRÊMIO 🇧🇼",0
"eu espero que a nova geração que ta vindo, que vai vim junto com os meus filhos, sejam mais evoluídos do que essa pq se não eu vou querer descer o cacete na criançada toda fazendo bullying com meus filhos😡",0
"transmissão da Record mto melhor pq a Virna é ótima, e tá passando frio lá em Lima e continua mto melhor q o Marco Freitas",0
@LauraGaliotto12 A guria eu tb 🤣,0
"RT @babiekth: jin: a-

jimin: KKKKKKKKKKKKKKKK chega chorei de rir ai você é o cara mais engraçado do universo",0
As pessoas não gostam de ouvir a verdade,0
"Garota,a Ivete bloqueou a Iza n tombe ela pfv #TheVoiceBrasil",0
"Eu já não pulava a abertura de Big little lies pois linda
Agora que tem Meryl Streep então 
Ai que não mudo pq vai q ela fica triste comigo
E isso é inadmissível",0
RT @euruaaan: MEU LATEREAL VESTE A 10 PORRA,0
RT @pictureofaghost: Quando eu fico na bad eu começo a comer igual um condenado,0
"Eu indo falar com a professora de geografia quando bateu o intervalo foi legal, eu dei um abraço tão bom nela *-",0
RT @luanacrispim25: Preciso colocar na minha cabeça que a vida não é a porra de um livro da Jane Austen,0
"E também não fiquem tweetando durante a aula KKKKKKKKK

Tio Itachi exemplo para seus seguidores 👌",0
RT @Moorg_a: Sou a única que usa Snapchat mesmo?,0
acho que fui predestinada a ser pobre pq eu daria SIM um carro para meu namorado que acabou de completar 18 anos,0
"Como não amar a @IzaReal !?! Sou apaixonada demais. Mds ❤
#TheVoice",0
RT @Greysdaabad: O Alex falando da amizade dele com a mer 🤧🤧,0
RT @eusoucvrl: Apenas com o olhar nos conhece a intensão de quem pratica a maldade...,0
quando eu comecei a estudar coreano:,0
RT @nossachapei: @aleatoryxpics meu país são paulo é icônico vcs parem com esse bullying,0
é a minha cara fazer isso KKKKKKKKKKKKK,0
RT @crymayfield: eu segurando a barra que é ser a mais feia e chata do meu grupo de amigas,0
"Teus pais são separados? — Não, minha mãe foi “morar” com minha irmã por um tempo, mas a gente já vai buscar ela sábado graçasadeus sdds",0
"Cansada de ser otaria, ngm nunca vai ter a msm consideração por vc igual vc tem por elas .",0
Ivite bloqueou a Iza #TheVoiceBrasil,0
RT @somehldr: a Iza só vira quando a Ivete vira ou é impressão minha?,0
"RT @jikooksenses: namjoon, uma pessoa cativante, inteligente e cheia de talento - a thread",0
@essediafoilouco Tem gente q comemora título ao chegar nas quartas... essa é só a 13ª do Grêmio,0
@kihyunone KKKKKdepois de perfeite era pra ter ido a fancam do hyungwon mas acabou indo o que eu tinha copiado ( que no caso é a resposta de uma amiga minha em um grupo que eu to ) ent eu n sou armykk,0
"RT @citaviila: ""nao vou com a tua cara""

ta mas quem é vc",0
"mano minhas crianças fizeram uns cartazes tão lindos contra o bullying, tô apx",0
Ok eu e a Jú vamos no ventuno kkkkkk,0
@hal0way tava lendo a sinopse e eh bem diferente dos outros dela q já li.. valeu!! Hehehh,0
"@CarrosiniFilipe @2kbuilds_br Só ano que vem. A Nike chamou o Lebron pro canto e falou ""os seu cacetudo, a gente já produziu um zilhao de camisa 23 com o teu nome ENTÃO NÃO INVENTA MODA"" aí só na outra temporada que o LeBron vai poder mudar",0
@geo_kemi A não da não com vc do lado não da,0
tenho que começar a fazer os trabalhos sozinha,0
RT @thenewavengerx: eu queria ouvir a versão da história da visão DELE,0
"RT @tragosdeamor: qualquer pessoa que consiga te
olhar além da aparência é alguém 
que vale a pena ter na vida.",0
RT @thisgio: eu nunca entendi o contexto de “arrumar um carro pra ir no motel” qq tem ir a pe vcs vao la p transar ou tirar racha,0
"@flamyhh Obrigado, até que enfim alguém achou pq só to ouvindo palavras pesadas por ter tirado a barba kkk",0
"@FHC Onde estavas enquanto os governos petistas assaltavam o país? Infelizmente não falaria nada mesmo, afinal o senhor que pavimentou a entrada daqueles mequetrefes no poder, enganaram a todos nós!",0
"Mano eu e minha namorada criamos o grupo pra ser zueira sabe, mais entra umas pessoas que não tem respeito sabe. A única regra e lema das missionárias é o RESPEITO. 
Se quiserem falar mal do meu grupo sinta se a vontade mais não vou admitir desrespeito",0
@isabelakarev tenho menina kkk um pra mim e pra ana que a maya gravou #IsabelaSouza #AndreLamoglia #Bia #MPN,0
@avllrm Ta larga a calcinha,0
Cabeça a milhão 😤,0
Como assim a guria tá cantando uma música da Bishop Briggs no The Voice PQP ❤,0
RT @ihLeozin_: Esse filme é simplesmente O Filme.,0
"RT @krawkmc: To correndo atrás do meu sonho, sem atrasar ninguém

Foda-se a inveja, sigo intacto",0
RT @brunqp: Morta com a mini Shakira #TheVoiceBrasil,0
"RT @luizhenrisque: ""eu achava que eu era a shakira""

igualzinha mo #TheVoiceBrasil",0
@Poli_Maestri Você é a melhor de todassss,0
"RT @LuisCRamosRamos: @davidmirandario Não é a mãe que está doente, são vocês, corruptos, mentirosos e trambiqueiros.",0
@ludqqx As vezes a pessoa que te atacou estava apenas dando a opinião dela ue...,0
"@wtfnathh @uchihando São lindos, mas negar que a história deles n é tóxica. Putz negx",0
#TimãoNoDAZN Golero Cassio para mim falhou no gol mau posicionado e ainda tirou a mão,0
A Mariana não vai tá mais lá comigo rebolando nos esquentas AAAAAAAAAAAAAAAAAAAAAAAAAA to triste e vou chorar,0
"RT @theumilk99: nao wtf, a regra numero 1 é Tenta expandir a vista
Faz pela tua conquista
O protagonista és tu ",0
Qualquer pessoa que consiga te olhar além da aparência é alguém que vale a pena ter na vida,0
"RT @thaisalima13: ""Ainda amo. Essa é a questão: o amor nunca vai embora, mesmo que a pessoa vá""
-Andressa Ishihara",0
"Inclusive que mania de dormir e falar todos os podres viu
A primeira vez que falou, foi logo dizendo que foi pro show de safadão com os amigos huehuebue",0
"Tudo q eu queria era a famosa quintalove, aff 😣",0
Corre q o abortinho expos a gent,0
@affrebecca @numcreditomari A minha quando eu vou com o fubá ela já tá vindo com o bolo pronto,0
Saudades dos meus 3 filhos me tirando a paciência,0
@ocarolinee_ Aceitar a derrota :/ kkkkkkkk,0
Poxa a shakira nao cantou shakira #TheVoiceBrasil,0
"Estávamos até agora pouco agarrados na garagem, olhando a chuva cair pela janela 😍🙌♥️
Parece que nos conhecemos a anos...",0
RT @luska_es: Já comecei a falhar na missão de faltar menos,0
"@booksverse @flyzaynj com certeza, às vezes a pessoa tá tão sedenta por aquilo que é só o que importa. só o que só vai resolver isso é o tempo e amadurecimento conforme vai conhecendo novos livros, não algumas pessoas no twitter tentando impor um modelo",0
@karinerochacrf Eu to começando a suspeitar que seja você,0
@julyevelozo Estudava com você e a beleza sempre foi a mesma rs,0
"RT @leisdenewtonofc: LEI 370:

se eu colocar uma paranoia na minha cabeça é mais facil eu tirar a cabeça do que a paranoia",0
"a princesinha vem amanhã,chega logo sexta",0
"Eu nunca durmo sozinha, quando n é com a Débora é com a minha avo Kkkkkkk",0
RT @sincerojesuis: vcs tbm ficam paranóicos qnd a pessoa não demonstra as coisas da mesma intensidade q vcs????,0
RT @thomassantanas: Vai brincando com os sentimentos dos outros a vida é que nem um restaurante ninguém sai dela sem pagar,0
Eu escrevi uma carta para mim a uns dois anos atrás +/-... Preciso lembrar de ler ela mais vezes,0
mas se a millie quiser assumir um namoro com a sadie não vou reclamar e tal,0
@Hiltrera O importante é a cerveja geladinha no baile,0
percebi que já não era a mesma coisa quando o coração não acelerava mais,0
pelo gatinho eu dou a minha VIDA graças a deus,0
@Cecillia Kkk é so ele acompanhar a #vazajato que ele ficará informado!!,0
RT @Lucaskaoalk: Matéria mais difícil é a presença,0
eu queria abraçar a minha irmã agora :(( queria tanto,0
@bipolazona sou a caprica mais gente boa entao kkk,0
@temnadaprafalar aquele video é a minha religião,0
a descrição... meu pai.,0
"also se eu disser que algo lhe fica mal quando ela me pergunta diz que lhe estou a xingar e a fazer chacota dela. sai fora que é bicho e amizade tóxica 
depois dizia que lhe fazia bullying xd e eu e que fiquei o fdp na história toda",0
RT @hollarsxnd: eu segurando a barra que é voltar pra escola e ver todas aquelas pessoas irritantes e insuportáveis,0
@bitiongirl ai velho essa é a dúvida da minha vida.. nunca fui com a cara dele 💃🏽💃🏽💃🏽,0
"Quem ousar fazer bullying com essa criança, eu mato",0
Só bloqueando a Iza mesmo pra poder ser escolhido kkkkkkk a bicha ta arrastando geral. Amooo #TheVoiceBrasil,0
@arighoo mano comi mt chocolate desculpa agora cala a boca,0
"@BrunoMonin @TikaLika Claro, pois o Maracanã estava a venda e por isso eles não puderam reservar, acredito que eles colocariam 4 Maracanas facilmente, não é atoa que escolheram um lugar com capacidade para 150 mil pessoas para o encerramento!",0
@brsemcomunas Já está bloqueado a meses,0
"@RenataAlves_C @eumesmavivi0 A Dilmanta aprendeu a ler na cartilha dele, literalmente",0
"@alefrotabrasil @PSL_Nacional @majorolimpio @revistaforum A inveja é a certeza de ser um fracassado mostra cada vez mais como é ridículo a sua decadência.....
Se olhar os post do seu Twitter chega dar pena .
Vc a cada dia se mostra um nada um ser desprezível .
Mas isso não muda vc sempre foi esse lixo e sempre será.
Chega a ser nojento",0
@nighhtstar @daegucciboy KKKKKKKKKKKKKKKKKK EU NUNCA VOU ESQUECER KKKKKKKKKK a gente é mt troxa meudeus a gente ficou uma hora rindo disso literalmente,0
@abbrulopez vamos a morir oiste,0
"A, TURU BOM ?",0
RT @trouxavcs: Quando a pessoa acha que vai me machucar mas eu já não ligo pra mais nada,0
Estiquei a juba! 😄,0
"Dinis, 4 anos, faz bullying ao irmão de 21 - Esta é a minha história.",0
@radiojovempan O prato preferido a gente já sabe... É B@#$&amp;A,0
A cara do mixiras fazer isso,0
"Ficou muito lindinho o trabalho de hoje. Tivemos que fazer uma campanha sobre o bullying no insta e ficou tão reflexivo, adorei.",0
*.':('A´((o = -( ^▽^ ) -= o))｀A')*.':,0
"RT @ORioAntigo: A construção do gigante Maracanã 🏟️ [1948/50] 
 📁AGCRJ",0
RT @Markridle0: O ponteiro do relógio quando a gente tá de férias,0
RT @FatosEx: A lingua da pessoa depois de me beijar.,0
"@D1hego13 @AlanRodrigues__ @SporTV @SPFC_Amor_01 chora muito

ontem estava lá em vários posts do flamengo falando a mesma merda...

eu fiscalizei comemoração? kkkk 

eu só concordei e falei q prefiro ter do top 5 de melhores contratações os jogadores na posição 2 , 3 e 4 

kk

vai aprender a interpretar uma frase",0
A veveta bloqueou a Iza KKKKKKKKK,0
"- Eu também não – ela sussurra e não conseguo conter a alegria que tomou conta de mim e me vejo rindo, saber que ela não era apaixonada pelo imbecil do Burak e que nenhum idiota esteve em seu coração, trouxe um sentimento que me deixou confuso com a sua intensidade, a esperança.",0
RT @isaqueseil: hoje eu passei a noite comendo besteira mas pelo menos estava com pessoas legais,0
RT @AndreyF44746418: A iza é muito linda!pra mim não dá #TheVoiceBrasil,0
"@CristinaKerolen Tá bom, quando c quiser eu tô a disposição pra ta provando 😅 kkk",0
Gente a província precisa me patrocina,0
@hluzidfcwds É a vida neh amiga kskssk,0
RT @MaraSil42501891: Só dou um bejo na testa a quem é realmente muito especial para mim,0
"@baganno Eu já tô chorando, e pra piorar a desgraça o livro eu usaria pra estudar pra prova de amanhã",0
RT @InfosFuteboI: O homem que mudou a história do Barcelona.,0
"@AmandaDebroski Nosfa te amo guria, obrigada por ser tão idiota a ponto de rir das minhas piadas sem graça ❤️ kkkkkkkkk",0
"RT @Heydavii: A gnt devia dar mais valor ao nosso folclore, pqp olha q lindo essas artes",0
"Tá na hora de mudar papel de parede do celular e camiseta do sorte. A minha camiseta da sorte só quem me conhece sabe meu apreço com ela, vai ser triste deixar ela.",0
a lorelai surtando de ciúmes da rory com o avô é o pior momento dela na serie inteira,0
"RT @Maluquinhadojg: @portalljoaogui @Joaoguiavila veveta bloqueou a iza poxa

#MPN #JoaoGuilherme #JoaoGuilhermeIG",0
"Com um a menos ficou pra Católica que mostra q tem bastante dificuldade técnica

#SulAmericana #FutebolRedeTV #UCatolica #Independiente",0
"@ToshiShinso A Disney é grande pra caceta, oush
Tens de ser específico",0
"A sua cunhada tem um talento,é pq ela não amostra para o Mundo?!!!!! — Pergunta pra ela,kkkkkk quer o tt dela?",0
RT @lipexx: a hora passa voando quando eu to jogando free fire.,0
"deviam trocar a máxima de que escritor é da solidão pra a que a solidão é necessária pra escrever, porque viu.",0
Aqui está o link do A INDIGNADA! pra quem não assistiu e pra quem quer espalhar pros amigos!😉,0
RT @Sa_fernandees: quando a indireta da pessoa serve pra ela mesma kkkkkkkkkk isso que é foda,0
ok mas selena pf vem com a bíblia,0
@anarcobs Quando a Iza entra na Globo a emissora vira rede Iza de televisão,0
